Ancestor,Colony,Day,Clone.Number,Target.Name.x,mu.x,Median.x,sigma.x,PSRF_mu.x,PSRF_lp.x,Target.Name.y,mu.y,Median.y,sigma.y,PSRF_mu.y,PSRF_lp.y,ratio,ratio.se,Environment,ColonyID,Plasmid.size,mutated
DOD 365.507,1,8,DOD 2198,trfA gene,1.80E-07,1.02E-07,9.78E-09,1.00108538,1.008828943,16S rRNA gene,0.030304875,0.022538738,0.000664708,1.006245562,1.004917486,4.54E-06,3.87E-10,Transformant,DOD 365.507-1,64508,unchanged
DOD 365.507,1_2,5,2198,trfA gene,1.17E-07,5.13E-08,6.17E-09,1.001683598,1.003910829,16S rRNA gene,0.048935567,0.040038105,0.000837584,1.002462833,1.003166031,1.28E-06,1.08E-10,Transformant,DOD 365.507-1_2,64508,unchanged
DOD 365.507,2,0,DOD 2199,trfA gene,0.011258619,0.004480215,0.000608344,1.002907597,1.002477489,16S rRNA gene,0.015115943,0.011014046,0.0004193,1.004223858,1.004410848,0.406772848,0.000516542,Transformant,DOD 365.507-2,64508,unchanged
DOD 365.507,2,5,DOD 2199,trfA gene,1.04E-07,6.49E-08,6.27E-09,1.002686373,1.007160119,16S rRNA gene,0.063977,0.0278273,0.001557607,1.004145972,1.02018148,2.33E-06,1.98E-10,Transformant,DOD 365.507-2,64508,unchanged
DOD 365.507,2,8,DOD 2199,trfA gene,1.01E-05,1.61E-06,3.48E-06,1.000820173,1.0022211,16S rRNA gene,0.019858733,0.011639844,0.00052082,1.002201006,1.016389425,0.000138699,9.21E-07,Transformant,DOD 365.507-2,64508,unchanged
DOD 365.507,2_2,5,2199,trfA gene,1.03E-05,5.46E-07,5.00E-06,1.001463755,1.008157926,16S rRNA gene,0.040074633,0.032843909,0.000614819,1.001853816,1.005350214,1.66E-05,4.03E-07,Transformant,DOD 365.507-2_2,64508,unchanged
DOD 365.pB10,1,0,DOD 2324,trfA gene,0.000739688,0.000175527,0.000114321,1.003830386,1.001380608,16S rRNA gene,0.02013978,0.015295352,0.000397107,1.002376014,1.000582707,0.011475828,4.47E-05,Transformant,DOD 365.pB10-1,64508,unchanged
DOD 365.pB10,1,5,DOD 2324,trfA gene,6.91E-05,2.88E-05,6.77E-06,1.001692249,1.004342015,16S rRNA gene,0.056105221,0.030959805,0.001276749,1.002151586,1.014300761,0.00092932,6.75E-07,Transformant,DOD 365.pB10-1,64508,unchanged
DOD 365.pB10,1,8,DOD 2324,trfA gene,4.94E-07,2.14E-07,5.85E-08,1.001813268,1.005409704,16S rRNA gene,0.032347908,0.022050155,0.000775947,1.003291683,1.031327981,9.71E-06,3.34E-09,Transformant,DOD 365.pB10-1,64508,unchanged
DOD 367.pB10,1,0,DOD 2327,trfA gene,0.030303009,0.01445019,0.000960349,1.005429225,1.001384907,16S rRNA gene,0.05437844,0.034210064,0.001131905,1.000680342,1.003709955,0.422395887,0.000241146,Transformant,DOD 367.pB10-1,64508,unchanged
DOD 367.pB10,1,5,DOD 2327,trfA gene,1.39E-07,7.30E-08,8.23E-09,1.000366209,1.002801956,16S rRNA gene,0.028754876,0.014327579,0.000863367,1.004148408,1.030635801,5.09E-06,5.97E-10,Transformant,DOD 367.pB10-1,64508,unchanged
DOD 367.pB10,1,8,DOD 2327,trfA gene,1.19E-09,4.17E-10,6.44E-11,1.016482169,76.79544269,16S rRNA gene,0.034069729,0.020720646,0.000990733,1.00035205,1.00048991,2.01E-08,1.06E-12,Transformant,DOD 367.pB10-1,64508,unchanged
DOD 368,1_2,0,540,trfA gene,4.46E-06,3.04E-06,1.70E-07,1.002581265,1.001034088,16S rRNA gene,0.105886707,0.081497403,0.001629495,1.003608654,1.000888892,3.73E-05,2.62E-09,NA,DOD 368-1_2,NA,NA
DOD 370.507,1,0,DOD 2200,trfA gene,0.000314961,0.00027832,4.46E-06,1.001311875,1.011412451,16S rRNA gene,0.01917381,0.015183337,0.00059371,1.004521676,1.010749017,0.018330611,3.10E-06,Transformant,DOD 370.507-1,34288,largedel
DOD 370.507,1,5,DOD 2200,trfA gene,0.001401285,0.000671216,7.90E-05,1.002414748,1.025027523,16S rRNA gene,0.032009028,0.025455045,0.00063133,1.003830997,1.020306193,0.026368687,1.55E-05,Transformant,DOD 370.507-1,34288,largedel
DOD 370.507,1,8,DOD 2200,trfA gene,0.000672854,0.000211168,0.000147005,1.001183268,1.004463749,16S rRNA gene,0.036900585,0.028174381,0.000787379,1.003099254,1.005874883,0.007495052,2.93E-05,Transformant,DOD 370.507-1,34288,largedel
DOD 370.507,2,0,DOD 2201,trfA gene,0.00219886,0.000721857,0.00018635,1.000389243,1.00099875,16S rRNA gene,0.016456006,0.013278848,0.00038902,1.003490607,1.010417065,0.054361437,9.36E-05,Transformant,DOD 370.507-2,34288,largedel
DOD 370.507,2,5,DOD 2201,trfA gene,0.000815151,0.000394854,6.62E-05,1.000654065,1.002489167,16S rRNA gene,0.093790492,0.055099506,0.001860865,1.038224442,1.003611324,0.007166195,5.43E-06,Transformant,DOD 370.507-2,34288,largedel
DOD 370.507,2,8,DOD 2201,trfA gene,0.000202551,4.11E-05,8.85E-05,1.000123304,1.005368166,16S rRNA gene,0.023004199,0.016043932,0.000647567,1.003414873,1.005874078,0.002561075,2.89E-05,Transformant,DOD 370.507-2,34288,largedel
DOD 393.507,1,0,DOD 2202,trfA gene,0.000562765,0.000426758,1.24E-05,1.002125472,1.003967955,16S rRNA gene,0.015843605,0.012377392,0.00039783,1.002946583,1.005165648,0.034478845,6.65E-06,Transformant,DOD 393.507-1,35959,largedel
DOD 393.507,1,5,DOD 2202,trfA gene,0.004462171,0.000610416,0.000383422,0.999455868,1.003302652,16S rRNA gene,0.024473212,0.017293814,0.000496741,1.003908098,1.002651958,0.035296758,0.000165027,Transformant,DOD 393.507-1,35959,largedel
DOD 393.507,1,8,DOD 2202,trfA gene,0.000165256,8.19E-05,1.09E-05,1.003035708,1.001539226,16S rRNA gene,0.043084918,0.032820868,0.000768183,1.003891331,1.012264364,0.002494363,1.11E-06,Transformant,DOD 393.507-1,35959,largedel
DOD 393.507,2,0,DOD 2203,trfA gene,0.006786317,0.002621794,0.000465529,1.010518929,1.002684343,16S rRNA gene,0.030618084,0.025637348,0.000499802,1.001855675,1.012278002,0.102264635,0.000132397,Transformant,DOD 393.507-2,35959,largedel
DOD 393.507,2,5,DOD 2203,trfA gene,0.001005233,0.000308318,0.00018378,1.005162737,1.006359141,16S rRNA gene,0.075412515,0.03671289,0.001691404,1.000836692,1.006947986,0.008398078,2.78E-05,Transformant,DOD 393.507-2,35959,largedel
DOD 393.507,2,8,DOD 2203,trfA gene,9.04E-05,4.53E-05,5.06E-06,1.000908063,1.004863868,16S rRNA gene,0.032114893,0.022206727,0.000692565,1.003019389,1.015521071,0.002041791,6.99E-07,Transformant,DOD 393.507-2,35959,largedel
DOD 399.507,1,0,DOD 2204,trfA gene,0.000722015,0.000592145,1.79E-05,1.000409035,1.006764643,16S rRNA gene,0.031002257,0.026327202,0.00064234,1.006788249,1.039821268,0.022491745,3.39E-06,Transformant,DOD 399.507-1,35520,largedel
DOD 399.507,1,5,DOD 2204,trfA gene,0.001581239,0.000891478,7.24E-05,1.001737209,1.004808129,16S rRNA gene,0.045272701,0.032301715,0.000870812,1.004038045,1.005545619,0.02759847,1.13E-05,Transformant,DOD 399.507-1,35520,largedel
DOD 399.507,1,8,DOD 2204,trfA gene,0.000117901,4.05E-05,8.14E-06,1.000198284,1.001038716,16S rRNA gene,0.094059956,0.05364785,0.001842584,0.999995146,1.007745143,0.000755168,4.28E-07,Transformant,DOD 399.507-1,35520,largedel
DOD 399.507,2,0,DOD 2205,trfA gene,0.00649821,0.00255759,0.000293796,1.003074111,1.000650051,16S rRNA gene,0.023281094,0.018796763,0.000578181,1.008409524,1.006657028,0.13606543,0.000115582,Transformant,DOD 399.507-2,35520,largedel
DOD 399.507,2,5,DOD 2205,trfA gene,0.001151132,0.000675349,5.90E-05,1.000874164,1.005981374,16S rRNA gene,0.088716021,0.051384447,0.001735949,1.001440401,1.002677706,0.01314307,5.04E-06,Transformant,DOD 399.507-2,35520,largedel
DOD 399.507,2,8,DOD 2205,trfA gene,6.62E-05,4.38E-05,2.71E-06,1.00177461,1.003597395,16S rRNA gene,0.043795746,0.032856847,0.000835565,1.000857004,1.00264496,0.001332833,2.23E-07,Transformant,DOD 399.507-2,35520,largedel
DOD 399.pB10,1,0,DOD 2330,trfA gene,0.001668643,0.000674348,9.03E-05,1.000896793,1.00321248,16S rRNA gene,0.00809814,0.007113993,0.000103517,1.003099559,1.034411327,0.094791811,8.82E-05,Transformant,DOD 399.pB10-1,64508,unchanged
DOD 399.pB10,1,5,DOD 2330,trfA gene,2.90E-05,2.19E-06,3.40E-06,1.000786572,1.002448466,16S rRNA gene,0.062938671,0.037311141,0.00143788,0.999734826,1.005909781,5.88E-05,2.18E-07,Transformant,DOD 399.pB10-1,64508,unchanged
DOD 399.pB10,1,8,DOD 2330,trfA gene,2.28E-09,9.16E-10,1.67E-10,0.999922728,1.006307453,16S rRNA gene,0.015514944,0.009827362,0.000518963,1.007973997,1.010100869,9.32E-08,8.00E-12,Transformant,DOD 399.pB10-1,64508,unchanged
DOD 405.507,1,0,DOD 2206,trfA gene,0.002107807,0.001750912,4.54E-05,1.004215936,1.002523663,16S rRNA gene,0.079004289,0.057753956,0.001330968,0.999959026,1.002304172,0.030316752,4.25E-06,Transformant,DOD 405.507-1,33829,largedel
DOD 405.507,1,5,DOD 2206,trfA gene,0.000668216,0.000501005,1.59E-05,1.000137486,1.00455318,16S rRNA gene,0.029072546,0.018448495,0.000833582,1.000946194,1.018458089,0.027156961,6.48E-06,Transformant,DOD 405.507-1,33829,largedel
DOD 405.507,1,8,DOD 2206,trfA gene,0.001741408,0.000822919,0.000107863,0.999889782,1.000351172,16S rRNA gene,0.047197622,0.038204167,0.000729519,1.008196614,1.004031247,0.021540045,1.44E-05,Transformant,DOD 405.507-1,33829,largedel
DOD 405.507,2,0,DOD 2207,trfA gene,0.004955298,0.002392731,0.000198607,1.000744735,1.002452971,16S rRNA gene,0.033270738,0.025880091,0.00064407,1.002095644,1.000409828,0.092454503,4.88E-05,Transformant,DOD 405.507-2,33829,largedel
DOD 405.507,2,5,DOD 2207,trfA gene,0.001130512,0.000460896,0.000149378,1.002259317,1.003196501,16S rRNA gene,0.066160483,0.035400906,0.001490265,1.00199587,1.064173325,0.013019329,2.14E-05,Transformant,DOD 405.507-2,33829,largedel
DOD 405.507,2,8,DOD 2207,trfA gene,0.001250293,0.000465534,0.000321837,1.00024356,1.002734634,16S rRNA gene,0.037547119,0.0287834,0.00070117,1.001266669,1.009051965,0.016173686,7.25E-05,Transformant,DOD 405.507-2,33829,largedel
DOD 465.pB10,1,0,DOD 2339,trfA gene,0.006024623,0.002010093,0.000394315,1.005300694,1.006745701,16S rRNA gene,0.01550161,0.013224358,0.00045299,1.007238088,1.013016918,0.151999249,0.000237252,Transformant,DOD 465.pB10-1,64508,unchanged
DOD 465.pB10,1,5,DOD 2339,trfA gene,0.001449445,0.000612092,0.000158864,1.000250509,1.002933702,16S rRNA gene,0.080286698,0.045544609,0.00172967,1.002836378,1.007131914,0.013439401,1.90E-05,Transformant,DOD 465.pB10-1,64508,unchanged
DOD 465.pB10,1,8,DOD 2339,trfA gene,0.000466201,0.000281542,2.49E-05,1.001447543,1.007028711,16S rRNA gene,0.035494021,0.020799332,0.000931462,1.000827428,1.002726844,0.01353609,5.75E-06,Transformant,DOD 465.pB10-1,64508,unchanged
DOD 71,1,0,DOD 321,trfA,0.001379275,0.000480549,0.00020066,1.003949387,1.004356988,16S rRNA gene,0.010657307,0.009268481,0.000221575,1.00506637,1.007884346,0.051847666,0.000160747,Starting,DOD 71-1,64508,unchanged
DOD 71,1,5,DOD 321,trfA,0.000404958,1.13E-08,0.000108214,1.004761551,1.017705536,16S rRNA gene,0.001248938,0.000870627,3.05E-05,1.000163752,1.021776151,1.30E-05,0.001324764,Starting,DOD 71-1,64508,unchanged
DOD 71,1,8,DOD 321,trfA,0.015182963,3.43E-05,0.00073708,1.09155205,1.052404835,16S rRNA gene,0.033824458,0.019985689,0.000961147,1.008331126,1.008977732,0.00171572,0.000305355,Starting,DOD 71-1,64508,unchanged
DOD 71,1_2,5,321,trfA gene,6.61E-06,5.75E-07,2.72E-06,1.003513868,1.004866777,16S rRNA gene,0.076823539,0.055734433,0.001385821,1.000092721,1.002612645,1.03E-05,1.05E-07,Starting,DOD 71-1_2,64508,unchanged
DOD 71,2,0,DOD 322,trfA,0.000960931,0.00046965,7.40E-05,1.00734524,1.001536618,16S rRNA gene,0.010333882,0.009088736,0.000150286,1.004598689,1.004838021,0.051673828,5.03E-05,Starting,DOD 71-2,64508,unchanged
DOD 71,2,5,DOD 322,trfA,0.000251631,1.33E-08,6.14E-05,1.004018039,1.006502611,16S rRNA gene,0.001356137,0.000902827,4.33E-05,1.002528298,1.005549246,1.47E-05,0.000664451,Starting,DOD 71-2,64508,unchanged
DOD 71,2,8,DOD 322,trfA,0.004855774,5.26E-08,0.000527503,1.039493836,1.016937028,16S rRNA gene,0.036129376,0.022125437,0.000898595,1.000176481,1.01224233,2.38E-06,0.000171175,Starting,DOD 71-2,64508,unchanged
DOD 71,2_2,5,322,trfA gene,8.96E-05,4.62E-05,9.52E-06,1.002111014,1.00284961,16S rRNA gene,0.050318503,0.039536564,0.000893971,1.002171472,1.003471561,0.001168875,7.48E-07,Starting,DOD 71-2_2,64508,unchanged
DOD 71,3,0,DOD 323,trfA gene,0.001001608,0.000256162,0.000207369,1.008513898,1.007037411,16S rRNA gene,0.024509769,0.012690762,0.000941379,1.004508088,1.001857644,0.020184893,0.000113075,Starting,DOD 71-3,64508,unchanged
DOD 71,3,5,DOD 323,trfA gene,2.11E-05,8.41E-06,4.02E-06,1.000238913,0.999570609,16S rRNA gene,0.001620479,0.00127413,4.64E-05,0.999934771,1.045573435,0.006598511,1.63E-05,Starting,DOD 71-3,64508,unchanged
DOD 71,3,8,DOD 323,trfA gene,8.78E-10,1.95E-10,6.70E-11,1.001641634,1.003458671,16S rRNA gene,0.001519038,0.000831826,6.33E-05,1.00135916,1.013115708,2.34E-07,4.89E-11,Starting,DOD 71-3,64508,unchanged
DOD 71,4,0,DOD 324,trfA gene,0.00037707,0.000183466,7.04E-05,1.001338191,1.001408294,16S rRNA gene,0.010771701,0.009054611,0.000299297,1.001686015,1.00955129,0.020262154,4.82E-05,Starting,DOD 71-4,64508,unchanged
DOD 71,4,5,DOD 324,trfA gene,3.22E-05,9.93E-06,7.55E-06,1.001721954,1.008749832,16S rRNA gene,0.001143266,0.000400522,0.000130347,1.000876873,1.009758569,0.024803122,0.000266913,Starting,DOD 71-4,64508,unchanged
DOD 71,4,8,DOD 324,trfA gene,1.21E-06,2.93E-07,1.61E-07,1.004761171,1.013437637,16S rRNA gene,0.000401431,0.000293579,9.00E-06,1.004857439,1.003208012,0.00099954,2.03E-06,Starting,DOD 71-4,64508,unchanged
DOD 71,5,0,DOD 325,trfA gene,0.017077855,0.008674088,0.000566671,1.001474552,1.002107007,16S rRNA gene,0.010672709,0.007024274,0.000372267,1.0029909,1.003546537,1.234873228,0.001109626,Starting,DOD 71-5,64508,unchanged
DOD 71,5,5,DOD 325,trfA gene,0.000246509,8.61E-05,2.28E-05,0.999929352,1.007257215,16S rRNA gene,0.003188069,0.001133013,0.000180884,1.000491653,1.005530525,0.075977119,0.000181511,Starting,DOD 71-5,64508,unchanged
DOD 71,5,8,DOD 325,trfA gene,3.31E-06,3.46E-07,7.16E-07,1.000278634,1.08423114,16S rRNA gene,0.000621937,0.000114116,9.19E-05,1.000867488,1.002634419,0.003036303,0.119441143,Starting,DOD 71-5,64508,unchanged
DOD 71,5_2,0,325,trfA gene,0.001234637,0.000368368,0.000141232,1.008263381,1.002512666,16S rRNA gene,0.023466846,0.017764997,0.000529038,1.008328026,1.015276668,0.0207356,4.88E-05,Starting,DOD 71-5_2,64508,unchanged
DOD 71,6,0,DOD 326,trfA gene,0.002744813,0.001741269,0.000119353,1.004465413,1.00320268,16S rRNA gene,0.029573461,0.025787806,0.000418477,1.00367266,1.025506802,0.06752297,2.54E-05,Starting,DOD 71-6,64508,unchanged
DOD 71,6,5,DOD 326,trfA gene,0.00115838,4.29E-07,0.000175325,1.011125364,1.013844801,16S rRNA gene,0.016074097,0.007078049,0.000721352,1.002831293,1.004103,6.05E-05,0.000194215,Starting,DOD 71-6,64508,unchanged
DOD 71,6,8,DOD 326,trfA gene,5.06E-07,1.83E-08,3.92E-07,1.000004838,1.016132991,16S rRNA gene,0.010112902,0.008114886,0.000331903,1.002231258,1.014488506,2.25E-06,1.07E-07,Starting,DOD 71-6,64508,unchanged
DOD 72,1,0,DOD 327,trfA gene,0.005479827,0.002194077,0.000324583,1.004512665,1.002500159,16S rRNA gene,0.010493415,0.008303024,0.000280735,1.005471279,1.001554166,0.264250286,0.000342918,Starting,DOD 72-1,64508,unchanged
DOD 72,1,5,DOD 327,trfA gene,0.000411833,0.000130538,6.47E-05,1.004188897,1.001269669,16S rRNA gene,0.016123178,0.010871063,0.000531672,1.001044244,0.999882538,0.012007815,3.39E-05,Starting,DOD 72-1,64508,unchanged
DOD 72,1,8,DOD 327,trfA gene,0.000128151,3.68E-05,8.37E-06,0.999649433,1.000590321,16S rRNA gene,0.017073927,0.011760449,0.000589085,1.007422947,1.004045086,0.003129821,2.64E-06,Starting,DOD 72-1,64508,unchanged
DOD 72,1_2,5,328,trfA gene,0.000980401,7.22E-05,0.000276751,1.006531118,1.006219364,16S rRNA gene,0.038183339,0.033905986,0.000437195,1.001879491,1.003468385,0.002128452,4.82E-05,Starting,DOD 72-1_2,64508,unchanged
DOD 72,1_2,8,328,trfA gene,5.08E-07,2.22E-07,2.84E-08,1.000284753,1.0011846,16S rRNA gene,0.118321034,0.08783502,0.001776768,1.000717012,1.002553879,2.53E-06,2.61E-10,Starting,DOD 72-1_2,64508,unchanged
DOD 72,2,0,DOD 328,trfA gene,0.00012316,6.60E-05,1.21E-05,1.004157166,1.003974996,16S rRNA gene,0.010135629,0.006890331,0.000548264,1.008306561,1.002716098,0.00957936,8.71E-06,Starting,DOD 72-2,64508,unchanged
DOD 72,2,5,DOD 328,trfA gene,0.011589657,0.001014278,0.000718229,1.031987357,1.044998347,16S rRNA gene,0.012529934,0.007819883,0.00047218,1.004494322,1.00320915,0.129705011,0.000911772,Starting,DOD 72-2,64508,unchanged
DOD 72,2,8,DOD 328,trfA gene,0.051975143,0.001555954,0.002326611,0.999572935,1.000733989,16S rRNA gene,0.014002603,0.007226516,0.000571372,1.002496979,1.006559396,0.215311725,0.003968555,Starting,DOD 72-2,64508,unchanged
DOD 72,3,0,DOD 329,trfA gene,0.001570656,0.000347217,0.000210654,1.004051071,1.004882945,16S rRNA gene,0.007613075,0.004652446,0.000281543,1.00444043,1.002369688,0.074631085,0.000384089,Starting,DOD 72-3,64508,unchanged
DOD 72,3,5,DOD 329,trfA gene,8.62E-05,3.16E-05,6.41E-06,1.001353137,1.004315207,16S rRNA gene,0.006326874,0.00427406,0.000302235,1.004030713,1.009320371,0.007397201,7.06E-06,Starting,DOD 72-3,64508,unchanged
DOD 72,3,8,DOD 329,trfA gene,0.000102172,1.07E-05,3.14E-05,1.000961536,1.004465183,16S rRNA gene,0.013701609,0.007716147,0.000436791,1.001079594,1.01153375,0.001380898,2.10E-05,Starting,DOD 72-3,64508,unchanged
DOD 72,4,0,DOD 330,trfA gene,0.000222609,0.000133734,7.61E-06,1.002383468,1.001461321,16S rRNA gene,0.011726838,0.009442148,0.000375232,1.004329575,1.008767191,0.014163522,3.92E-06,Starting,DOD 72-4,64508,unchanged
DOD 72,4,5,DOD 330,trfA gene,8.75E-05,2.63E-05,2.09E-05,1.001256358,1.003861178,16S rRNA gene,0.006853911,0.003493333,0.000307375,1.001434024,1.002574528,0.007542072,3.35E-05,Starting,DOD 72-4,64508,unchanged
DOD 72,4,8,DOD 330,trfA gene,1.70E-06,5.44E-07,1.93E-07,1.000846756,1.000701027,16S rRNA gene,0.017259012,0.013010878,0.00039486,1.000008052,1.008967318,4.18E-05,2.53E-08,Starting,DOD 72-4,64508,unchanged
DOD 72,5,0,DOD 331,trfA gene,0.093270317,0.060527729,0.001849299,1.005765633,1.007520154,16S rRNA gene,0.015516583,0.010374618,0.000562808,1.000868783,1.000793248,5.834212562,0.004867932,Starting,DOD 72-5,64508,unchanged
DOD 72,5,5,DOD 331,trfA gene,1.85E-07,9.28E-08,1.88E-08,0.999850997,1.005763471,16S rRNA gene,0.014153797,0.01070817,0.000433435,1.007277365,1.020279159,8.67E-06,2.00E-09,Starting,DOD 72-5,64508,unchanged
DOD 72,5,8,DOD 331,trfA gene,4.42E-08,7.11E-09,1.21E-08,1.000894295,1.003231882,16S rRNA gene,0.025065709,0.017571612,0.000678363,1.001324256,1.010830512,4.05E-07,6.45E-10,Starting,DOD 72-5,64508,unchanged
DOD 72,5_2,5,331,trfA gene,6.88E-07,1.22E-07,1.06E-07,1.009454805,1.006948006,16S rRNA gene,0.061502449,0.04863582,0.001082158,1.000010981,1.000867543,2.51E-06,2.65E-09,Starting,DOD 72-5_2,64508,unchanged
DOD 72,6,0,DOD 332,trfA gene,2.35E-10,5.29E-11,2.42E-11,1.008874075,1.004052481,16S rRNA gene,0.015590191,0.013927715,0.000193683,1.000524305,1.002418844,3.80E-09,4.94E-13,Starting,DOD 72-6,64508,unchanged
DOD 72,6,5,DOD 332,trfA gene,0.000174384,2.70E-05,2.55E-05,1.00050087,1.000761291,16S rRNA gene,0.029677297,0.020703909,0.000697001,1.000628466,1.004347207,0.001304417,5.00E-06,Starting,DOD 72-6,64508,unchanged
DOD 72,6,8,DOD 332,trfA gene,3.66E-06,8.14E-07,5.05E-07,1.004710964,1.006111945,16S rRNA gene,0.018073867,0.014220684,0.000372016,1.002279419,1.038073564,5.72E-05,7.26E-08,Starting,DOD 72-6,64508,unchanged
DOD 72,6_2,0,DOD 332_2,trfA gene,1.31E-05,5.75E-06,6.90E-07,1.001801454,1.000385243,16S rRNA gene,0.040959495,0.035036141,0.000703219,1.006603548,1.003656862,0.000164008,3.61E-08,Starting,DOD 72-6_2,64508,unchanged
DOD 73,1,0,DOD 333,trfA gene,0.000667077,0.000295924,4.46E-05,1.004389035,1.001524626,16S rRNA gene,0.015424807,0.011023089,0.000461542,1.004492949,1.011682277,0.026845875,2.27E-05,Starting,DOD 73-1,64103,smalldel
DOD 73,1,5,DOD 333,trfA gene,1.11E-06,7.12E-07,6.16E-08,1.000684248,1.005330839,16S rRNA gene,0.018722449,0.010334006,0.000495151,1.003027328,1.002698626,6.89E-05,1.02E-08,Starting,DOD 73-1,64103,smalldel
DOD 73,1,8,DOD 333,trfA gene,0.00018202,2.13E-09,2.81E-05,1.007902392,1.00402494,16S rRNA gene,0.02088004,0.013947185,0.000524709,1.002302608,1.033951841,1.53E-07,9.23E-06,Starting,DOD 73-1,64103,smalldel
DOD 73,2,0,DOD 334,trfA gene,0.000320464,0.00017207,4.63E-05,1.001951195,1.002209742,16S rRNA gene,0.015025996,0.011004598,0.0003388,1.009855463,1.004952571,0.015636224,2.34E-05,Starting,DOD 73-2,64481,smalldel
DOD 73,2,5,DOD 334,trfA gene,0.000178048,1.88E-05,2.88E-05,1.000094622,1.000982147,16S rRNA gene,0.025829773,0.018613053,0.000622981,1.00169571,1.010931394,0.001008982,6.96E-06,Starting,DOD 73-2,64481,smalldel
DOD 73,2,8,DOD 334,trfA gene,5.72E-07,4.84E-08,2.87E-07,1.001273178,1.001370067,16S rRNA gene,0.01794389,0.015064612,0.000535785,1.062871979,36.78861178,3.22E-06,3.46E-08,Starting,DOD 73-2,64481,smalldel
DOD 73,3,0,DOD 335,trfA gene,0.006531619,0.003838876,0.000344131,1.001912105,1.002083996,16S rRNA gene,0.024098941,0.021434192,0.000267789,1.005530614,1.009177965,0.179100546,0.000120435,Starting,DOD 73-3,64508,unchanged
DOD 73,3,5,DOD 335,trfA gene,7.04E-05,5.08E-05,1.80E-06,1.002109521,1.005537574,16S rRNA gene,0.03117104,0.023047049,0.000559859,1.003413333,1.005957047,0.00220498,2.38E-07,Starting,DOD 73-3,64508,unchanged
DOD 73,3,8,DOD 335,trfA gene,0.08434849,0.068224111,0.001154155,3.008962043,2.713377093,16S rRNA gene,0.043650857,0.031993952,0.000878004,1.002537632,1.007601004,2.132406511,0.000597087,Starting,DOD 73-3,64508,unchanged
DOD 73,3_2,8,335,trfA gene,3.96E-08,3.83E-09,1.02E-08,1.006719012,1.001049501,16S rRNA gene,0.056971712,0.046725137,0.000855458,0.999777692,1.00294205,8.19E-08,1.62E-10,Starting,DOD 73-3_2,64508,unchanged
DOD 73,4,0,DOD 336,trfA gene,0.011795311,0.004362177,0.000728926,1.004353953,1.002447388,16S rRNA gene,0.021879531,0.016764311,0.000513449,1.002982116,1.003173019,0.260206163,0.000386356,Starting,DOD 73-4,64508,unchanged
DOD 73,4,5,DOD 336,trfA gene,4.67E-05,2.84E-05,1.71E-06,1.005899318,1.005895197,16S rRNA gene,0.048235705,0.038859537,0.000838421,1.005140244,1.022450445,0.000730896,9.83E-08,Starting,DOD 73-4,64508,unchanged
DOD 73,4,8,DOD 336,trfA gene,8.95E-08,1.87E-08,1.01E-08,0.999543511,1.002423814,16S rRNA gene,0.041077084,0.033684478,0.000655419,1.013155902,1.023100343,5.56E-07,2.35E-10,Starting,DOD 73-4,64508,unchanged
DOD 73,5,0,DOD 337,trfA gene,0.001734423,0.000669838,0.000147293,1.002126715,1.007495208,16S rRNA gene,0.008315934,0.006694732,0.000229831,1.004928993,1.087707522,0.100054502,0.000169746,Starting,DOD 73-5,64367,smalldel
DOD 73,5,5,DOD 337,trfA gene,5.42E-05,2.03E-05,4.37E-06,1.000800351,1.004104465,16S rRNA gene,0.017443119,0.014888525,0.000257702,1.005705269,1.010882763,0.001361762,9.28E-07,Starting,DOD 73-5,64367,smalldel
DOD 73,5,8,DOD 337,trfA gene,4.21E-09,1.39E-09,1.13E-09,1.001232654,1.0036524,16S rRNA gene,0.034750383,0.029692692,0.000513194,1.00140705,1.062900919,4.68E-08,2.02E-11,Starting,DOD 73-5,64367,smalldel
DOD 73,6,0,DOD 338,trfA gene,0.00024135,0.000193982,6.32E-06,1.004519995,1.005235883,16S rRNA gene,0.025466904,0.019773502,0.000553593,1.005521165,1.002155164,0.009810185,1.47E-06,Starting,DOD 73-6,64508,unchanged
DOD 73,6,5,DOD 338,trfA gene,1.08E-05,3.32E-06,1.10E-06,1.00200311,1.00492364,16S rRNA gene,0.057707054,0.037993248,0.001242215,1.00117617,1.001743543,8.73E-05,5.89E-08,Starting,DOD 73-6,64508,unchanged
DOD 73,6,8,DOD 338,trfA gene,2.08E-08,1.68E-09,6.51E-09,1.002316584,1.014429085,16S rRNA gene,0.026989835,0.019986699,0.00067122,1.002631399,1.04633156,8.38E-08,2.47E-10,Starting,DOD 73-6,64508,unchanged
DOD 74,1,0,DOD 339,trfA gene,0.001829176,0.000465891,0.000332614,1.006785177,1.005401426,16S rRNA gene,0.015803664,0.00905061,0.000711237,1.004992626,1.002056818,0.051476151,0.000294739,Biofilm,DOD 74-1,64508,unchanged
DOD 74,1,5,DOD 339,trfA gene,0.00063185,0.000255788,7.45E-05,1.000808049,1.004963683,16S rRNA gene,0.012000017,0.008611437,0.000333849,0.999790718,1.009266426,0.029703241,5.56E-05,Biofilm,DOD 74-1,64508,unchanged
DOD 74,1,8,DOD 339,trfA gene,3.21E-06,1.99E-06,1.37E-07,1.000502503,1.005930912,16S rRNA gene,0.025370347,0.017685003,0.000618976,1.002197315,1.006644586,0.000112372,1.28E-08,Biofilm,DOD 74-1,64508,unchanged
